MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
BOW-1_PF_day0_bin.10	Bowland Shale	produced fluid	51.9	0	233	2838304	61.3	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_T
BOW-1_PF_day0_bin.19	Bowland Shale	produced fluid	80.38	1.07	143	2444744	59.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
BOW-1_PF_day0_bin.21	Bowland Shale	produced fluid	63.16	0	185	3638566	41.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella vesiculosa
BOW-1_PF_day0_bin.29	Bowland Shale	produced fluid	93.45	1.16	195	5532416	61.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E veronii
BOW-1_PF_day0_bin.32	Bowland Shale	produced fluid	95.05	1.58	105	3710884	63	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingobium;s__Sphingobium sp000588875
BOW-1_PF_day0_bin.34	Bowland Shale	produced fluid	62.07	0	170	4407501	60.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas sp004010935
BOW-1_PF_day44_bin.18	Bowland Shale	produced fluid	95.76	0.71	70	3784562	54.9	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_C;g__Algicoccus;s__
BOW-1_PF_day44_bin.24	Bowland Shale	produced fluid	80.53	1.7	458	4823898	60.6	TRUE	FALSE	FALSE	TRUE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__DEV007;g__Arctic95D-9;s__
BOW-1_PF_day44_bin.47	Bowland Shale	produced fluid	53.45	0	171	2292354	55.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
BOW-1_PF_day44_bin.58	Bowland Shale	produced fluid	87.86	0.42	174	2862413	51.9	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__PGZG01;s__PGZG01 sp018067045
BOW-1_PF_day44_bin.63	Bowland Shale	produced fluid	91.12	8.88	219	4528737	61.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__
BOW-1_PF_day44_bin.86	Bowland Shale	produced fluid	93.87	2.31	58	2559151	61.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Actibacterium_A;s__
BOW-1_PF_day44_bin.96	Bowland Shale	produced fluid	91.6	0.35	87	2688854	65.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp002428225
BOW-1_PF_day44_bin.97	Bowland Shale	produced fluid	95.95	3.67	78	3580894	60.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Limnohabitans_A;s__
BOW-1_PF_day49_10p_bin.13	Bowland Shale	produced fluid	90.19	2.9	336	5025023	42.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Paraglaciecola;s__
BOW-1_PF_day49_10p_bin.5	Bowland Shale	produced fluid	94.1	0.86	100	3461643	52.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudohongiellaceae;g__UBA5078;s__
BOW-1_PF_day49_10p_bin.6	Bowland Shale	produced fluid	98.91	0.31	49	4372347	57.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
BOW-1_PF_day49_bin.12	Bowland Shale	produced fluid	95.49	0.38	104	3599683	54.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp011050655
BOW-1_PF_day49_bin.13	Bowland Shale	produced fluid	95.41	0	134	4041973	56.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Insolitispirillum;s__
BOW-1_PF_day49_bin.26	Bowland Shale	produced fluid	51.88	7.76	397	2845170	64.3	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
BOW-1_PF_day49_bin.29	Bowland Shale	produced fluid	93.99	1.79	189	5851779	37.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__
BOW-1_PF_day49_bin.40	Bowland Shale	produced fluid	90.55	0.85	62	3135845	59.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__
BOW-1_PF_day49_bin.43	Bowland Shale	produced fluid	96.38	0.7	96	3741675	57.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sulfitobacter;s__Sulfitobacter sp002731875
BOW-1_PF_day49_bin.45	Bowland Shale	produced fluid	63.46	0.77	155	1593026	50.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__;s__
BOW-1_PF_day49_bin.9	Bowland Shale	produced fluid	94.78	1.2	188	4779622	53.9	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__
BOW-1_PF_day65_10p_bin.2	Bowland Shale	produced fluid	90.04	0.73	207	3655220	59.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp018816095
BOW-1_PF_day65_10p_bin.22	Bowland Shale	produced fluid	91.22	0	187	3974029	58.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Oleiphilaceae;g__Marinobacter;s__
BOW-1_PF_day65_bin.1	Bowland Shale	produced fluid	53.45	3.45	267	2298696	67.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Frigidibacter;s__
BOW-1_PF_day65_bin.103	Bowland Shale	produced fluid	57.25	0.86	178	1854879	44.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Marinomonadaceae;g__Marinomonas;s__Marinomonas arctica
BOW-1_PF_day65_bin.24	Bowland Shale	produced fluid	71.01	0.57	161	1861744	50.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__JAGLBJ01;s__
BOW-1_PF_day65_bin.29	Bowland Shale	produced fluid	92.23	0.82	87	2268131	40.1	TRUE	FALSE	FALSE	TRUE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Nitrosococcales;f__Methylophagaceae;g__GCA-002733105;s__
BOW-1_PF_day65_bin.38	Bowland Shale	produced fluid	93.3	8.31	498	8043722	60	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__Hoeflea;s__
BOW-1_PF_day65_bin.46	Bowland Shale	produced fluid	98.42	0.5	117	5168594	53.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales_A;f__Thalassospiraceae;g__Thalassospira;s__
BOW-1_PF_day65_bin.56	Bowland Shale	produced fluid	93.08	3.86	173	3937876	46	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylomonadaceae;g__Methylomonas;s__
BOW-1_PF_day65_bin.6	Bowland Shale	produced fluid	97.99	0.56	34	3696662	29.5	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__Lutibacter maritimus
BOW-1_PF_day65_bin.74	Bowland Shale	produced fluid	93.56	0.51	85	2246304	68.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium sp011620715
BOW-1_PF_day65_bin.75	Bowland Shale	produced fluid	97.4	1.49	138	4337458	41.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Shewanellaceae;g__Shewanella;s__Shewanella vesiculosa
BOW-1_PF_day72_10p_bin.11	Bowland Shale	produced fluid	80.75	1.81	274	3157721	60	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__
BOW-1_PF_day72_10p_bin.13	Bowland Shale	produced fluid	78.33	0.89	315	3750673	37.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arcticibacterium;s__
BOW-1_PF_day72_10p_bin.18	Bowland Shale	produced fluid	82.18	0	222	4081307	62.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Cypionkella;s__
BOW-1_PF_day72_10p_bin.2	Bowland Shale	produced fluid	98.74	0.45	45	4343823	60.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__
BOW-1_PF_day72_10p_bin.21	Bowland Shale	produced fluid	98.99	0.54	66	3910930	56.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Halopseudomonas;s__Halopseudomonas neustonica
BOW-1_PF_day72_10p_bin.22	Bowland Shale	produced fluid	95.03	0.64	218	4495945	70.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Albimonas;s__
BOW-1_PF_day72_10p_bin.33	Bowland Shale	produced fluid	84.8	0	52	3866605	63.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__EhC02;s__EhC02 sp024304985
BOW-1_PF_day72_10p_bin.35	Bowland Shale	produced fluid	97.41	0.45	38	3957038	58	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Celeribacter;s__Celeribacter baekdonensis
BOW-1_PF_day72_bin.104	Bowland Shale	produced fluid	84.05	0.1	82	1553767	46.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;s__Polynucleobacter sp000342265
BOW-1_PF_day72_bin.105	Bowland Shale	produced fluid	97.43	3.52	143	4973299	38.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__
BOW-1_PF_day72_bin.108	Bowland Shale	produced fluid	62.31	2.91	302	3280357	63.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Acidovorax;s__
BOW-1_PF_day72_bin.20	Bowland Shale	produced fluid	58.79	0	242	3966240	32.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
BOW-1_PF_day72_bin.3	Bowland Shale	produced fluid	92.76	1.33	128	3765528	32.3	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
BOW-1_PF_day72_bin.51	Bowland Shale	produced fluid	75.4	3.95	442	4636815	32.6	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Yeosuana;s__
BOW-1_PF_day72_bin.54	Bowland Shale	produced fluid	74.01	4.22	231	2725152	64.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hydrogenophaga;s__
BOW-1_PF_day72_bin.58	Bowland Shale	produced fluid	86.97	1.45	423	5589583	62.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Rhodococcus;s__Rhodococcus qingshengii
BOW-1_PF_day72_bin.67	Bowland Shale	produced fluid	91.24	4.34	314	5409728	64.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;s__Novosphingobium sp000876675
BOW-1_PF_day72_bin.90	Bowland Shale	produced fluid	87.42	0.76	27	3716743	61.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__
BOW-1_PF_day80_10p_bin.2	Bowland Shale	produced fluid	95.54	1.06	77	2911330	46.9	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__DSM-6294;g__Thalassolituus;s__
BOW-1_PF_day80_bin.13	Bowland Shale	produced fluid	98.8	0.6	101	4129577	56.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__GCA-2746425;g__GCA-2746425;s__
BOW-1_PF_day80_bin.15	Bowland Shale	produced fluid	97.39	0.43	32	5434417	69.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Kiloniellales;f__DSM-21159;g__;s__
BOW-1_PF_day80_bin.19	Bowland Shale	produced fluid	57.59	0.86	181	1653696	64.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__JACIYW01;s__JACIYW01 sp014359745
BOW-1_PF_day80_bin.28	Bowland Shale	produced fluid	97.39	1.74	70	5554083	69	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Bin95;f__Bin95;g__;s__
BOW-1_PF_day80_bin.30	Bowland Shale	produced fluid	98.24	0.78	114	3360843	70.7	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Mycobacteriales;f__Mycobacteriaceae;g__Dietzia;s__Dietzia cercidiphylli
BOW-1_PF_day80_bin.32	Bowland Shale	produced fluid	93.33	0	137	6415491	48.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Rubinisphaera;s__
BOW-1_PF_day80_bin.35	Bowland Shale	produced fluid	90.51	1.92	161	3579128	65.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Oceanibaculales;f__Oceanibaculaceae;g__Oceanibaculum;s__
BOW-1_PF_day80_bin.37	Bowland Shale	produced fluid	96.67	0	40	2694647	58.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Alcanivoracaceae;g__PGZG01;s__
BOW-1_PF_day80_bin.38	Bowland Shale	produced fluid	73.68	0	279	5050170	63.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas_E;s__Pseudomonas_E sp013184545
BOW-1_PF_day80_bin.42	Bowland Shale	produced fluid	97.79	0.45	79	3932555	62.5	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Roseovarius;s__Roseovarius sp018066915
BOW-1_PF_day80_bin.55	Bowland Shale	produced fluid	99.6	1.45	10	4370697	64.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Hyphomicrobium_A;s__
BOW-1_PF_day80_bin.58	Bowland Shale	produced fluid	98.85	0.1	139	6267674	58.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Pirellulales;f__PALSA-1355;g__JALHMI01;s__
DJB_IN_FF_bin.18	DJ Basin	input	95.99	0.55	169	4314107	42.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Cyanobacteriia;o__Pseudanabaenales;f__Pseudanabaenaceae;g__Pseudanabaena;s__
DJB-2_PF_day1309_bin.14	DJ Basin	produced fluid	89.84	0.83	180	3238050	69	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__
DJB-2_PF_day1309_bin.20	DJ Basin	produced fluid	89.15	0.5	155	3530748	65.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_B;g__Hydrogenophaga;s__Hydrogenophaga sp021166755
DJB-2_PF_day1309_bin.41	DJ Basin	produced fluid	93.04	0.62	140	3514463	66.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Thauera;s__Thauera propionica
DJB-2_PF_day1480_bin.21	DJ Basin	produced fluid	93.01	1.42	145	2839309	34.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__SK-Y3;f__SK-Y3;g__Petroclostridium;s__
DJB-2_PF_day1480_bin.24	DJ Basin	produced fluid	81.97	0.98	130	2165140	62.5	TRUE	TRUE	TRUE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002498065
DJB-3_PF_day1035_bin.13	DJ Basin	produced fluid	92.58	2.58	118	2917201	56	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Desulfobacterota_F;c__Desulfuromonadia;o__Desulfuromonadales;f__Syntrophotaleaceae;g__Syntrophotalea;s__
DJB-3_PF_day1035_bin.16	DJ Basin	produced fluid	86.1	0.71	170	3367668	42.9	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Acidaminobacteraceae;g__Fusibacter;s__
DJB-3_PF_day1301_bin.46	DJ Basin	produced fluid	97.39	0.98	121	1934912	48.5	TRUE	FALSE	FALSE	FALSE	TRUE	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__Archaeoglobus;s__Archaeoglobus fulgidus
DJB-3_PF_day1367_bin.36	DJ Basin	produced fluid	98.21	0.2	25	2107573	38.1	TRUE	FALSE	FALSE	TRUE	TRUE	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfonauticaceae;g__Desulfonauticus;s__Desulfonauticus sp001507915
DJB-3_PF_day1472_bin.68	DJ Basin	produced fluid	88.43	2.94	127	2206041	62.5	TRUE	TRUE	TRUE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp002498065
DJB-4_PF_day45_bin.16	DJ Basin	produced fluid	92.91	0.21	74	1996827	66.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Tepidiphilus;s__Tepidiphilus succinatimandens
DJB-4_PF_day63_bin.10	DJ Basin	produced fluid	85.31	0.7	46	1882119	33.2	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Filifactoraceae;g__Acetoanaerobium;s__Acetoanaerobium noterae
DJB-5_PF_day54_bin.13	DJ Basin	produced fluid	92.32	0	70	2197502	34.7	TRUE	FALSE	FALSE	TRUE	FALSE	d__Bacteria;p__Deferribacterota;c__Deferribacteres;o__Deferribacterales;f__Deferrivibrionaceae;g__Deferrivibrio;s__Deferrivibrio sp020054865
DJB-5_PF_day72_bin.7	DJ Basin	produced fluid	98.82	0.55	41	2488192	54.9	TRUE	FALSE	FALSE	TRUE	TRUE	d__Bacteria;p__Bacillota_B;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorella sp006538365
DJB-6_PF_day237_bin.25	DJ Basin	produced fluid	96.17	1.02	49	2059608	57.5	TRUE	FALSE	FALSE	TRUE	FALSE	d__Bacteria;p__Bacillota_B;c__Moorellia;o__Moorellales;f__Moorellaceae;g__Moorella;s__Moorella thermoacetica_A
DJB-6_PF_day292_bin.13	DJ Basin	produced fluid	98.04	1.31	105	2102902	63.1	TRUE	TRUE	TRUE	FALSE	FALSE	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__
DJB-6_PF_day292_bin.14	DJ Basin	produced fluid	71.15	0	89	1903649	45.8	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Thermosediminibacteria;o__Thermosediminibacterales;f__Thermosediminibacteraceae;g__;s__
DJB-6_PF_day292_bin.19	DJ Basin	produced fluid	94.92	0	68	2018638	53	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermovirgaceae;g__UBA1876;s__UBA1876 sp003446665
DJB-6_PF_day292_bin.3	DJ Basin	produced fluid	96.51	1.08	21	3119001	42.8	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__UBA2030;s__UBA2030 sp002332755
DJB-6_PF_day292_bin.48	DJ Basin	produced fluid	97.43	0	90	2084742	53.5	TRUE	FALSE	TRUE	FALSE	TRUE	d__Bacteria;p__Bacillota_B;c__Moorellia;o__Moorellales;f__;g__;s__
DJB-6_PF_day40_bin.12	DJ Basin	produced fluid	52.73	0.77	110	924727	33.8	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__Sulfurospirillum_A sp002742765
DJB-6_PF_day408_bin.46	DJ Basin	produced fluid	98.25	0.58	39	2586886	41.6	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__;g__;s__
Halan_10p_1	Appalachian Basin	produced fluid	92.95	10	368	3586314	35.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium sp003070825
Halan_UTC-1_PF_day140	Appalachian Basin	produced fluid	98.7	1.96	428	2848958	33.4	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_F;c__Halanaerobiia;o__Halanaerobiales;f__Halanaerobiaceae;g__Halanaerobium;s__Halanaerobium congolense
Holomon_MAR-1_PF_day82	Appalachian Basin	produced fluid	100	0.54	55	3421069	67.1	TRUE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Modicisalibacter;s__Modicisalibacter sp001577635
ILN-1_PF_dayUnk_mh_bin.15	Illinois Basin	produced fluid	87.41	1.99	92	2549314	31.5	TRUE	FALSE	TRUE	TRUE	FALSE	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurospirillaceae;g__Sulfurospirillum_A;s__
ILN-2_PF_dayUnk_idba_bin.14	Illinois Basin	produced fluid	97.32	0.89	125	2828433	51.6	TRUE	FALSE	TRUE	TRUE	TRUE	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfohalobiaceae;g__Desulfovermiculus;s__
